"","uid","analysisDate","namedLocation","domainID","siteID","plotID","plotType","collectDate","cnSampleID","cnSampleCode","sampleType","d15N","d13C","nitrogenPercent","carbonPercent","CNratio","cnIsotopeQF","cnPercentQF","isotopeAccuracyQF","percentAccuracyQF","analyticalRepNumber","remarks","laboratoryName","testMethod","instrument","analyzedBy","reviewedBy","dataQF","publicationDate"
"434","d3612b4c-8c6c-4edc-8e89-1130a238d041",2017-01-04,"MEGAPT100989","D03","OSBS",NA,NA,2012-06-19 16:00:00,"OSBS.3.120.LIVE.<2MM",NA,"vegetation",0.5,-29,0.5,46.2,86.3,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20201216T234817Z"
"435","f0fd8a97-f92e-46d6-a108-a94d2a6e9d96",2017-01-04,"MEGAPT100989","D03","OSBS",NA,NA,2012-06-19 16:00:00,"OSBS.3.10.LIVE.<2MM",NA,"vegetation",-2.1,-20,0.6,47.3,77.2,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20201216T234817Z"
"436","a2b0647a-c786-4f06-bc88-95521596c6b3",2017-01-04,"MEGAPT100989","D03","OSBS",NA,NA,2012-06-19 16:00:00,"OSBS.2.70.LIVE.<2MM",NA,"vegetation",1.6,-29,0.7,43.5,63.6,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20201216T234817Z"
"437","6af74cb0-b8c8-4350-98eb-bbb331b3087d",2017-01-04,"MEGAPT100989","D03","OSBS",NA,NA,2012-06-19 16:00:00,"OSBS.3.50.LIVE.<2MM",NA,"vegetation",0,-26.2,0.6,49.9,88,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20201216T234817Z"
"438","5e87e16c-36f3-47e5-ac21-1ff79db1cd46",2017-01-04,"MEGAPT100989","D03","OSBS",NA,NA,2012-06-19 16:00:00,"OSBS.3.150.LIVE.<2MM",NA,"vegetation",4.1,-28.5,1.5,44.4,30.1,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20201216T234817Z"
"439","8846f56f-95ca-410c-b5b1-5b77f4f20dd6",2017-01-04,"MEGAPT100989","D03","OSBS",NA,NA,2012-06-19 16:00:00,"OSBS.2.0.LIVE.<2MM",NA,"vegetation",-1.7,-24.7,0.5,29.6,62.2,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20201216T234817Z"
"440","ca7a5109-6d10-4d8f-8c5e-e015426ad9cb",2017-01-04,"MEGAPT100989","D03","OSBS",NA,NA,2012-06-19 16:00:00,"OSBS.1.90.LIVE.<2MM",NA,"vegetation",1.1,-28.7,0.4,21.2,55.3,"sample d15N out of qaqc tolerance","sample percent N out of qaqc tolerance",NA,NA,1,"N amplitude below threshold for reliable data. All of sample used.","University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20201216T234817Z"
"441","d3fbd767-ec33-47bb-a43a-dc3b97b1dfb1",2017-01-04,"MEGAPT100989","D03","OSBS",NA,NA,2012-06-19 16:00:00,"OSBS.3.80.LIVE.<2MM",NA,"vegetation",1.9,-28,0.6,44,77.3,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20201216T234817Z"
"442","bab4fe7c-a4d6-46a9-a0bf-846eeb82b0ca",2017-01-04,"MEGAPT100989","D03","OSBS",NA,NA,2012-06-19 16:00:00,"OSBS.2.40.LIVE.<2MM",NA,"vegetation",2.3,-25.3,0.5,39.2,73.8,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20201216T234817Z"
"443","4cfa98dc-ec81-4e95-921a-95808ceaccdd",2017-01-04,"MEGAPT100989","D03","OSBS",NA,NA,2012-06-19 16:00:00,"OSBS.3.100.LIVE.<2MM",NA,"vegetation",0.8,-28.6,0.7,51.4,72.5,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20201216T234817Z"
"444","ea4795c8-acfa-48ed-ac2f-c65f550d61b8",2017-03-24,"MEGAPT100989","D03","OSBS",NA,NA,2012-06-19 16:00:00,"OSBS.2.110.LIVE.<2MM",NA,"vegetation",3.7,-29.6,0.4,39.7,98.9,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20201216T234817Z"
"445","aeed9b10-e4fe-4ff6-ac01-9855e41a2fba",2016-12-21,"MEGAPT100989","D03","OSBS",NA,NA,2012-06-19 16:00:00,"OSBS.1.0.LIVE.<2MM",NA,"vegetation",-1,-21.4,0.6,36.8,63.4,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20201216T234817Z"
"446","f5ec1e58-f549-47f8-b6a5-e8cce7921666",2017-03-24,"MEGAPT100989","D03","OSBS",NA,NA,2012-06-19 16:00:00,"OSBS.2.30.LIVE.<2MM",NA,"vegetation",-0.4,-22,0.2,13,54.7,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20201216T234817Z"
"447","feb623bd-583a-499b-872f-7d9d3fc8190e",2016-12-21,"MEGAPT100989","D03","OSBS",NA,NA,2012-06-19 16:00:00,"OSBS.1.30.LIVE.<2MM",NA,"vegetation",1.3,-22.3,0.4,25.4,58,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20201216T234817Z"
"448","684b54b2-6931-4501-87df-315145f64bbf",2017-01-04,"MEGAPT100989","D03","OSBS",NA,NA,2012-06-19 16:00:00,"OSBS.3.70.LIVE.<2MM",NA,"vegetation",0.7,-28,0.6,41.3,71.2,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20201216T234817Z"
"449","3f1c9eda-0066-4bfd-b6a7-f72b71466281",2017-01-04,"MEGAPT100989","D03","OSBS",NA,NA,2012-06-19 16:00:00,"OSBS.2.130.LIVE.<2MM",NA,"vegetation",2.7,-29,1.35,42.55,32,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20201216T234817Z"
"450","39d91343-b6c5-41e3-88a1-3f95278eef58",2017-03-24,"MEGAPT100989","D03","OSBS",NA,NA,2012-06-19 16:00:00,"OSBS.1.130.LIVE.<2MM",NA,"vegetation",2.1,-28.8,1.1,38.8,35.4,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20201216T234817Z"
"451","63ed80a9-c14c-4e6d-8083-37cf35ca039e",2017-01-04,"MEGAPT100989","D03","OSBS",NA,NA,2012-06-19 16:00:00,"OSBS.3.130.LIVE.<2MM",NA,"vegetation",1.2,-24.5,0.9,45.7,51.4,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20201216T234817Z"
"452","292ba266-ee64-4593-a127-de91f838693c",2017-01-04,"MEGAPT100989","D03","OSBS",NA,NA,2012-06-19 16:00:00,"OSBS.1.120.LIVE.<2MM",NA,"vegetation",2,-28.9,0.7,46.6,62.8,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20201216T234817Z"
"453","c4c128c3-df3b-47b4-87f8-42b0b68fd82c",2017-01-04,"MEGAPT100989","D03","OSBS",NA,NA,2012-06-19 16:00:00,"OSBS.2.140.LIVE.<2MM",NA,"vegetation",3.8,-29.1,1.5,46,31.5,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20201216T234817Z"
"454","44fc7573-7ea2-45d7-85b2-e66e05ea89a4",2016-12-21,"MEGAPT100989","D03","OSBS",NA,NA,2012-06-19 16:00:00,"OSBS.1.50.LIVE.<2MM",NA,"vegetation",2.3,-26.9,0.6,36.4,65.2,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20201216T234817Z"
"455","a2ab9bfd-97d8-4bbe-bfcf-9a067f10d4b8",2017-01-04,"MEGAPT100989","D03","OSBS",NA,NA,2012-06-19 16:00:00,"OSBS.3.140.LIVE.<2MM",NA,"vegetation",1.6,-29.3,1.1,47.5,43.4,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20201216T234817Z"
"456","e296f850-5769-4e0e-837f-b822145b030f",2017-01-04,"MEGAPT100989","D03","OSBS",NA,NA,2012-06-19 16:00:00,"OSBS.1.110.LIVE.<2MM",NA,"vegetation",2.3,-29.4,0.5,49.2,103,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20201216T234817Z"
"457","a398a51d-f8ce-4949-abf1-0a6012824e57",2017-01-04,"MEGAPT100989","D03","OSBS",NA,NA,2012-06-19 16:00:00,"OSBS.2.90.LIVE.<2MM",NA,"vegetation",3.4,-26.9,1.5,46.6,30.5,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20201216T234817Z"
"458","3eb599f1-b271-4017-93b3-89d5c7e84190",2017-01-04,"MEGAPT100989","D03","OSBS",NA,NA,2012-06-19 16:00:00,"OSBS.2.60.LIVE.<2MM",NA,"vegetation",-0.1,-29,0.6,51.1,85.7,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20201216T234817Z"
"459","ec5e33eb-c32d-4a33-91fe-1a1bc250bb39",2017-01-04,"MEGAPT100989","D03","OSBS",NA,NA,2012-06-19 16:00:00,"OSBS.3.40.LIVE.<2MM",NA,"vegetation",0,-25,0.6,41.6,71.1,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20201216T234817Z"
"460","9e80322e-52e7-4857-9e6e-b2cbddee79e4",2016-12-21,"MEGAPT100989","D03","OSBS",NA,NA,2012-06-19 16:00:00,"OSBS.1.40.LIVE.<2MM",NA,"vegetation",-0.7,-24.7,0.5,43.8,89,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20201216T234817Z"
"461","1485974d-8f82-4d59-b088-995fcd7c60d7",2016-12-21,"MEGAPT100989","D03","OSBS",NA,NA,2012-06-19 16:00:00,"OSBS.1.80.LIVE.<2MM",NA,"vegetation",-0.7,-27.7,0.4,43.9,102,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20201216T234817Z"
"462","e4a71db8-71e1-4cd4-937a-7901e1ab6ab2",2017-01-04,"MEGAPT100989","D03","OSBS",NA,NA,2012-06-19 16:00:00,"OSBS.3.0.LIVE.<2MM",NA,"vegetation",-2.2,-22.8,0.7,38.3,58.2,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20201216T234817Z"
"463","71167003-193d-4641-9fca-0fc20f4407cc",2016-12-21,"MEGAPT100989","D03","OSBS",NA,NA,2012-06-19 16:00:00,"OSBS.1.70.LIVE.<2MM",NA,"vegetation",-0.1,-28.5,0.5,41.3,87.9,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20201216T234817Z"
"464","891ffc0e-3d0b-4c41-a673-4efc2b5a2d3a",2017-01-04,"MEGAPT100989","D03","OSBS",NA,NA,2012-06-19 16:00:00,"OSBS.2.100.LIVE.<2MM",NA,"vegetation",3.8,-26.3,0.8,40.6,53.5,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20201216T234817Z"
"465","dcbee4af-fae5-4144-af44-7af795723cda",2017-03-24,"MEGAPT100989","D03","OSBS",NA,NA,2012-06-19 16:00:00,"OSBS.3.90.LIVE.<2MM",NA,"vegetation",0.6,-28.7,0.5,47.7,96.1,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20201216T234817Z"
"466","cd6206d0-6918-4e0c-823e-d926f30da0ec",2017-01-04,"MEGAPT100989","D03","OSBS",NA,NA,2012-06-19 16:00:00,"OSBS.2.50.LIVE.<2MM",NA,"vegetation",1.9,-23.8,0.9,48.4,54,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20201216T234817Z"
"467","4422b6e2-e2ab-4cd9-9a39-97d3db786301",2016-10-03,"MEGAPT100989","D03","OSBS",NA,NA,2012-06-19 16:00:00,"OSBS.1.150.LIVE.<2MM",NA,"vegetation",3.3,-28.3,0.6,26.2,47.2,NA,NA,NA,NA,NA,"Not enough sample for analysis.","University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,NA,"L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20201216T234817Z"
"468","065f9f37-02f4-4348-b491-2c93c2e8c836",2017-01-04,"MEGAPT100989","D03","OSBS",NA,NA,2012-06-19 16:00:00,"OSBS.3.30.LIVE.<2MM",NA,"vegetation",2.6,-15.9,0.6,39.1,61.4,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20201216T234817Z"
"469","ba259091-9a55-47a9-adf8-ac43cb62de01",2016-12-21,"MEGAPT100989","D03","OSBS",NA,NA,2012-06-19 16:00:00,"OSBS.1.10.LIVE.<2MM",NA,"vegetation",-1.5,-22.4,0.7,42.4,59.1,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20201216T234817Z"
"470","15c6a0f6-8395-4a9e-bb47-7f592be9395e",2017-03-24,"MEGAPT100989","D03","OSBS",NA,NA,2012-06-19 16:00:00,"OSBS.2.10.LIVE.<2MM",NA,"vegetation",0.4,-21,0.6,31.8,57.4,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20201216T234817Z"
"471","6d8813ce-397d-4315-bc2c-c50f6e0410e0",2017-01-04,"MEGAPT100989","D03","OSBS",NA,NA,2012-06-19 16:00:00,"OSBS.1.160.LIVE.<2MM",NA,"vegetation",-0.2,-29.3,0.6,47.5,76.6,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20201216T234817Z"
"472","73aedecc-18ae-4348-94f6-74720a7cdd51",2017-01-04,"MEGAPT100989","D03","OSBS",NA,NA,2012-06-19 16:00:00,"OSBS.3.60.LIVE.<2MM",NA,"vegetation",-0.1,-27.2,0.5,46.3,96.4,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20201216T234817Z"
"473","da8dce7d-aace-4ada-b627-f5505cf9bc6e",2017-01-04,"MEGAPT100989","D03","OSBS",NA,NA,2012-06-19 16:00:00,"OSBS.1.100.LIVE.<2MM",NA,"vegetation",-0.3,-28.5,0.5,48.55,98,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20201216T234817Z"
"474","8f0c803f-c16f-4d1a-9a41-6fcae2844988",2016-12-21,"MEGAPT100989","D03","OSBS",NA,NA,2012-06-19 16:00:00,"OSBS.1.20.LIVE.<2MM",NA,"vegetation",0.2,-24.1,0.4,24,57.9,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20201216T234817Z"
"475","0cb9d2ca-3557-4141-9ed5-91ab21484cd2",2017-01-04,"MEGAPT100989","D03","OSBS",NA,NA,2012-06-19 16:00:00,"OSBS.2.80.LIVE.<2MM",NA,"vegetation",3.6,-28.7,1.2,49.3,41.2,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20201216T234817Z"
"476","c6104216-04c9-415b-9136-b28a212a8f22",2017-01-04,"MEGAPT100989","D03","OSBS",NA,NA,2012-06-19 16:00:00,"OSBS.3.20.LIVE.<2MM",NA,"vegetation",-0.4,-23.6,0.6,47.3,77.5,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20201216T234817Z"
"477","84b9522b-1316-4e13-8da0-d19ffd8dd30b",2017-05-24,"MEGAPT100972","D04","GUAN",NA,NA,2015-04-10 16:00:00,"GUAN.1.0.DEAD.<4MM",NA,"vegetation",0.3,-27.4,1.37,42.37,30.9,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20201217T045953Z"
"478","b376a802-3060-4c63-9831-ffe2b8e2afc2",2017-04-30,"MEGAPT100972","D04","GUAN",NA,NA,2015-04-10 16:00:00,"GUAN.3.40.DEAD.<4MM",NA,"vegetation",-0.9,-27.9,1.36,47.58,35.1,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20201217T045953Z"
"479","dcef0109-f5b5-402a-9ea9-b552a5337e6e",2017-04-20,"MEGAPT100972","D04","GUAN",NA,NA,2015-04-10 16:00:00,"GUAN.2.80.LIVE.<4MM",NA,"vegetation",2,-26.1,1.32,36.51,27.7,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20201217T045953Z"
"480","572d03c2-702e-439f-892d-9b9ef9ef6c1b",2017-04-30,"MEGAPT100972","D04","GUAN",NA,NA,2015-04-10 16:00:00,"GUAN.3.70.LIVE.<4MM",NA,"vegetation",1.5,-25.5,1.61,36.16,22.5,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20201217T045953Z"
"481","e33ca009-134e-49f9-b46e-9e366783f925",2017-05-24,"MEGAPT100972","D04","GUAN",NA,NA,2015-04-10 16:00:00,"GUAN.1.30.LIVE.<4MM",NA,"vegetation",0.4,-26.5,1.13,42.22,37.5,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20201217T045953Z"
"482","f92e322f-a0ef-4ef4-b5b1-b3826c5a58b1",2017-04-30,"MEGAPT100972","D04","GUAN",NA,NA,2015-04-10 16:00:00,"GUAN.3.90.LIVE.<4MM",NA,"vegetation",1.7,-26.2,1.76,43.58,24.7,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20201217T045953Z"
"483","64a08cf7-fb1c-45ad-bed7-29b6cfc0ae39",2017-05-24,"MEGAPT100972","D04","GUAN",NA,NA,2015-04-10 16:00:00,"GUAN.1.50.LIVE.<4MM",NA,"vegetation",1.5,-26.7,1.26,43.01,34.1,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20201217T045953Z"
"484","2d8c9f26-1056-4b71-a8ac-3d4cbefc2880",2017-05-24,"MEGAPT100972","D04","GUAN",NA,NA,2015-04-10 16:00:00,"GUAN.2.0.LIVE.<4MM",NA,"vegetation",-0.5,-27.4,1.38,47.73,34.7,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20201217T045953Z"
